Pathway	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
Taurine and hypotaurine metabolism [PATH:ko00430]	2422.9300000000003	1289.42	3005.34	1790.6000000000001	2226.9300000000003	646.1500000000001	5594.87	1857.3199999999997	3132.2000000000003	1839.2399999999998	3791.2000000000007	1182.36	2915.6000000000004	3776.18	3919.42	5085.99	3903.98	4268.4
Terpenoid backbone biosynthesis [PATH:ko00900]	10445.990000000002	5845.029999999998	15539.43	7063.600000000001	8172.510000000001	2820.05	24944.589999999997	6440.85	12088.130000000003	6933.2	16790.120000000003	4929.550000000001	11837.109999999999	13970.689999999999	14331.21	18346.390000000003	14221.899999999998	16740.350000000002
Th17 cell differentiation [PATH:ko04659]	908.76	528.0899999999998	1368.08	643.3000000000002	689.7900000000002	240.3	1703.61	305.49	887.58	468.91	1241.2400000000002	308.83	789.5800000000003	461.08	598.8299999999998	713.8299999999998	307.75	750.8299999999998
Thermogenesis [PATH:ko04714]	1509.82	698.32	1411.62	752.4	1292.34	166.0	4082.5	611.35	2058.6800000000003	984.98	2828.4600000000005	797.3300000000002	2060.359999999999	2015.5299999999997	2354.349999999999	2592.4700000000003	1357.6700000000003	2273.2
Thiamine metabolism [PATH:ko00730]	11743.450000000003	6211.49	15946.42	7169.200000000001	9033.76	3488.9500000000007	19969.41	5416.370000000001	10539.49	5836.81	14555.64	4209.45	10114.740000000002	12516.09	12750.18	15745.409999999998	11615.939999999999	14678.109999999997
Thyroid hormone signaling pathway [PATH:ko04919]	2205.16	1478.66	3200.89	1529.3	1916.91	780.9	3117.4499999999994	661.4999999999999	1067.94	704.33	1696.15	569.94	1183.2199999999998	1486.76	1442.71	2030.1	1547.0200000000002	1789.5799999999995
Thyroid hormone synthesis [PATH:ko04918]	357.5	253.51	683.2900000000001	125.6	104.13	84.5	1705.6299999999999	640.0	714.8799999999999	810.4200000000002	874.3300000000002	346.88	796.77	1732.6	1841.5	2046.7600000000002	1739.34	1886.7199999999993
Toll and Imd signaling pathway [PATH:ko04624]	192.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	12.0	11.0	0.0	6.0	32.0
Toluene degradation [PATH:ko00623]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	32.0	4.0
Toxoplasmosis [PATH:ko05145]	0.0	0.0	0.0	8.0	1.0	0.0	37.5	2.0	40.0	6.0	34.0	1.0	65.5	1.0	12.5	30.0	39.0	15.5
Transcription	1240.51	857.38	2243.51	1147.8000000000002	1242.22	536.35	4056.21	1264.9999999999998	1776.06	1056.8199999999997	2325.4100000000003	761.87	1660.0900000000001	2691.4599999999996	2747.6100000000006	3506.3900000000003	3343.95	2852.5600000000004
Transcription factors [BR:ko03000]	26928.149999999994	19750.74	41480.64999999998	21689.3	25920.56999999999	9501.05	42261.85	15506.42	20011.15	13574.72	26997.86000000001	9236.489999999998	20973.320000000007	31527.92	30805.48	38832.18999999999	33650.08	32389.529999999988
Transcription machinery [BR:ko03021]	21184.82999999999	12776.47	31637.17999999999	13876.299999999997	16064.139999999998	5699.1500000000015	38086.210000000014	9561.6	18621.530000000002	11097.7	26322.860000000004	7798.509999999998	17978.379999999997	18810.049999999992	20211.92	25188.180000000008	17602.83	22926.37999999999
Transfer RNA biogenesis [BR:ko03016]	52058.12000000001	31993.72000000002	78475.01999999995	37493.9	44226.51999999996	14622.999999999985	122345.49000000005	34239.06999999999	61816.29000000003	35390.400000000016	85892.99	25088.149999999987	60816.69999999995	75924.06999999999	76771.21000000002	101115.6600000001	75234.07000000004	85756.72999999997
Translation	1084.5	736.9000000000001	1284.1800000000003	890.0	741.75	278.8	1880.78	318.5	812.2000000000002	295.41999999999996	1062.17	297.45	704.81	750.6600000000001	722.79	910.2900000000001	1065.5899999999997	837.8599999999997
Translation factors [BR:ko03012]	14060.060000000001	8589.419999999998	20950.339999999997	10334.5	12111.529999999997	3872.1000000000013	34506.920000000006	9592.31	17330.660000000003	9660.949999999999	24400.99	7094.780000000001	16902.6	20707.549999999996	20912.249999999996	27833.759999999995	20782.550000000003	23988.01
Transport	9746.079999999998	5317.9	12754.990000000002	6614.5	8503.619999999999	2535.8	17687.530000000002	4280.250000000001	8658.32	5103.849999999999	11210.84	3288.9699999999993	8799.970000000003	10447.92	11492.7	15039.390000000001	11127.77	12976.65
Transporters [BR:ko02000]	141513.53999999983	93237.99000000002	219386.24000000028	113301.10000000017	138752.84999999986	51723.10000000005	308319.38	91981.9700000001	154361.46999999994	93816.5500000001	202249.23999999976	62972.08999999996	157054.1999999999	211710.7999999997	209644.87000000005	287927.6700000006	237472.7500000001	239343.04000000024
Tropane	2009.92	909.0	2899.41	1246.4	1613.88	472.6	4721.61	776.9000000000001	1754.8600000000004	914.9900000000001	2735.6500000000005	881.55	1849.8700000000006	1413.48	1982.1799999999996	2422.6000000000004	1722.4699999999996	2634.480000000001
Tryptophan metabolism [PATH:ko00380]	1831.89	694.5100000000001	1772.64	1181.5	1092.54	348.35	4399.6	1289.17	2462.15	927.5	2965.8299999999995	934.9500000000002	2496.41	3520.82	3354.49	4155.819999999999	3042.2200000000003	2956.7599999999993
Tuberculosis [PATH:ko05152]	2980.17	1711.4299999999998	4269.719999999999	1969.9000000000005	2386.26	786.1500000000001	6030.0	1806.9299999999998	2991.36	1737.42	4197.31	1272.58	2945.7499999999995	3580.499999999999	3703.83	4612.41	3669.6400000000012	4260.579999999999
Two-component system [BR:ko02022]	11024.869999999999	5943.490000000001	15708.410000000002	7568.6	9324.619999999999	4430.55	18867.239999999998	4621.069999999999	8229.5	4537.489999999999	10243.779999999995	3427.590000000001	8611.32	12618.120000000003	11742.720000000003	14851.39	13565.93	10917.999999999998
Two-component system [PATH:ko02020]	30142.169999999987	14204.659999999998	40987.549999999996	18747.899999999994	21798.510000000002	10268.150000000001	62913.1	14498.239999999996	28835.45	14974.71	38102.79000000001	11079.58	28665.579999999987	33609.00999999999	33373.80000000002	42750.47	36636.06000000001	34006.08
Type I diabetes mellitus [PATH:ko04940]	1187.02	591.8799999999999	1396.1299999999997	761.8000000000002	969.0000000000001	262.3	2325.6099999999997	705.5	1142.6000000000001	662.83	1592.63	483.79	1148.2299999999996	1480.3599999999992	1460.4	1879.13	1435.5800000000002	1720.9999999999995
Type II diabetes mellitus [PATH:ko04930]	912.51	575.91	1379.0	676.8000000000002	803.71	272.05	2612.9300000000007	673.3299999999998	939.76	616.16	1454.16	439.79000000000013	1108.2999999999997	1418.2	1445.7300000000007	1823.8099999999995	1472.1	1668.1699999999994
Tyrosine metabolism [PATH:ko00350]	2652.9300000000003	1533.4499999999998	3700.0499999999997	1931.9	2691.9300000000003	667.1500000000001	5920.049999999999	1190.3100000000002	2320.9	1268.7600000000002	3348.07	1124.79	2672.2300000000005	3540.91	3988.52	4910.63	3921.46	4011.9700000000007
Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	2324.15	703.6100000000001	2139.3800000000006	1171.2999999999997	1318.89	143.55	8993.029999999999	1267.23	2573.8500000000004	2101.5000000000005	4673.490000000001	1259.97	3555.3599999999997	4583.670000000001	5145.430000000001	6330.519999999999	4781.119999999999	5592.390000000001
Ubiquitin system [BR:ko04121]	253.39	52.39	37.46	33.5	220.45999999999998	9.75	331.3300000000001	29.17	276.75	59.0	417.0	125.5	285.34	469.52000000000004	290.18	379.16	185.17000000000002	352.82000000000005
Unclassified viral proteins	1987.52	1370.2599999999998	3262.0599999999995	1426.1000000000004	1830.2200000000003	621.4000000000001	5004.639999999999	1639.2599999999998	2452.6800000000003	1647.5800000000002	3370.8900000000003	1014.8499999999999	2614.99	3629.4299999999994	3673.83	4689.25	3883.530000000001	4005.7699999999986
Valine	13739.400000000003	7502.089999999998	17138.62	9902.100000000002	11640.42	3919.1000000000004	26374.649999999998	4978.4	11226.400000000001	5092.500000000001	16840.61	5003.829999999999	11801.720000000001	15870.93	15103.9	21875.059999999998	18154.440000000002	18652.999999999996
Vancomycin resistance [PATH:ko01502]	6238.83	4064.579999999999	9449.28	4789.800000000001	5397.51	1796.6499999999999	12361.56	4372.26	7115.77	4026.8199999999997	9526.69	2797.07	6752.9	8894.489999999998	8747.4	11267.86	8406.1	9426.239999999998
Various types of N-glycan biosynthesis [PATH:ko00513]	2193.14	248.23	500.97	498.0	1375.94	13.0	1381.85	308.14	625.49	516.6700000000002	860.3299999999998	328.19	645.84	2436.7699999999995	2079.54	2733.65	1460.26	1644.3699999999994
Vasopressin-regulated water reabsorption [PATH:ko04962]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Vibrio cholerae infection [PATH:ko05110]	0.0	0.0	0.0	0.0	0.0	0.0	30.0	1.0	5.0	0.0	17.0	1.0	32.0	55.0	126.0	35.0	6.0	6.0
Viral carcinogenesis [PATH:ko05203]	912.01	575.91	1379.0	676.8000000000002	803.71	272.05	2154.9300000000007	637.3299999999998	875.76	590.66	1251.16	413.79000000000013	957.7999999999997	1417.7	1418.7300000000007	1815.8099999999995	1444.6	1619.6699999999994
Viral myocarditis [PATH:ko05416]	0.0	0.0	0.0	8.0	1.0	0.0	37.5	2.0	40.0	6.0	34.0	1.0	65.5	1.0	12.5	30.0	39.0	15.5
Viral proteins [BR:ko03200]	32.0	12.0	0.0	16.0	295.0	0.0	205.25	33.5	86.0	205.0	74.0	23.0	79.0	116.0	218.0	244.0	60.0	108.25
Vitamin B6 metabolism [PATH:ko00750]	4213.950000000001	2059.2	5412.249999999998	2566.8000000000006	3250.9400000000005	1043.25	8188.24	1986.17	3864.34	2266.8300000000004	6011.1900000000005	1709.4199999999998	3989.1	5231.86	5351.889999999999	6602.15	4238.86	5435.08
Xylene degradation [PATH:ko00622]	540.14	21.42	135.26	15.0	110.42	18.0	831.29	274.16	342.21000000000004	210.08999999999997	431.60999999999996	136.51	453.87	1226.85	1127.7299999999998	1546.01	1527.35	894.48
Yersinia infection [PATH:ko05135]	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	2.0	0.0	0.0	12.0	1.0	0.0	1.0	0.0	0.0	0.0
Zeatin biosynthesis [PATH:ko00908]	1209.27	620.8299999999998	1704.58	699.6	921.17	260.05	2981.4	805.6699999999997	1612.19	935.33	2272.15	631.47	1476.57	1776.86	1840.41	2276.2999999999993	1525.9200000000005	1988.4299999999994
alpha-Linolenic acid metabolism [PATH:ko00592]	2.62	0.25	0.0	0.0	2.5	0.0	193.75	11.0	31.75	9.0	91.5	16.12	161.1	118.6	192.7	197.7	106.4	84.6
beta-Alanine metabolism [PATH:ko00410]	1968.03	1025.1499999999999	2909.29	1243.6	1495.8700000000001	497.75	4566.11	1013.15	2404.0699999999997	1200.73	3300.3500000000004	935.9599999999999	2296.03	1667.1200000000001	1915.39	2535.53	1515.0499999999997	2465.25
beta-Lactam resistance [PATH:ko01501]	9365.06	5438.379999999998	10855.02	7022.600000000001	8762.76	2321.7000000000003	17499.78	5229.32	8031.61	5581.07	11091.7	3438.3499999999995	8594.68	13863.660000000002	14298.069999999998	19195.760000000002	14752.150000000001	15035.320000000002
mRNA surveillance pathway [PATH:ko03015]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.6	3.2	0.2	30.4	17.6
p53 signaling pathway [PATH:ko04115]	0.0	0.0	0.0	8.0	1.0	0.0	37.5	2.0	40.0	6.0	34.0	1.0	65.5	1.0	12.5	30.0	39.0	15.5
