genus	family	order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
SZUA-152	SZUA-152	SZUA-152	Gammaproteobacteria	Pseudomonadota	Bacteria			0.0080213903743315	0.0051107325383304	0.0227272727272726	0.0941347303914702				0.0119963332281676	0.0196850393700786	0.0094339622641509
SZUA-161	SZUA-161	SZUA-161	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549			
SZUA-185	RBG-16-68-14	DSTF01	Dehalococcoidia	Chloroflexota	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.004	0.0039370078740157	
SZUA-226	Nitrospinaceae	Nitrospinales	Nitrospinia	Nitrospinota	Bacteria	0.0647879388001692	0.0329228565605764	0.0374331550802139	0.6930453330887603		0.102306297907762	0.1363636363636363	0.0166666666666666	0.0974723173358534			0.023270719474077
SZUA-252	SZUA-252	SZUA-252	RBG-16-71-46	Eisenbacteria	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407	0.0227272727272727			0.004	0.007874192262082701	0.0201093946616221
SZUA-265	Polyangiaceae	Polyangiales	Polyangia	Myxococcota	Bacteria									0.0196078431372549			
SZUA-309	Azotimanducaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
SZUA-318	UBA6960	Longimicrobiales	Gemmatimonadetes	Gemmatimonadota	Bacteria											0.0118110236220472	0.0094339622641509
SZUA-320	GWC2-71-9	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadota	Bacteria								0.0083333333333333	0.0196078431372549		0.0039370078740157	0.0094339622641509
SZUA-35	SZUA-35	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacteria								0.0083333333333333				
SZUA-36	SZUA-36	Xanthomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0392156862745098			
SZUA-370	UBA12059	Treponematales	Spirochaetia	Spirochaetota	Bacteria									0.0392156862745098	0.007999999999998599		
SZUA-378	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria												0.0094339622641509
SZUA-430	Micropepsaceae	Micropepsales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0053274947216248		0.0017035775127768		0.0212579384806631			0.0392156862745098		0.0157482080101142	0.029543356925773
SZUA-444	Ruminococcaceae	Oscillospirales	Clostridia	Bacillota	Bacteria								0.0083333333333333	0.0196078431372549		0.0118110236220472	0.0094339622641509
SZUA-486	GWC2-37-73	Moranbacterales	Minisyncoccia	Patescibacteriota	Bacteria												0.0094339622641509
SZUA-51	SZUA-36	Xanthomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333				
SZUA-540	SZUA-540	Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria		0.011142061281337	0.0187165775401069			0.0042643923240938				0.004		
SZUA-547	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria										0.004		
SZUA-584	SZUA-584	Christensenellales	Clostridia	Bacillota	Bacteria			0.0084900621626573	0.0017035775147826					0.058823529411764705			0.0188679245283018
SZUA-592	Eutrophobiaceae	Eutrophobiales	Gammaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333			0.0039370078740157	
SZUA-76	SZUA-140	SZUA-140	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549	0.0039999999999988		
Sabulitectum	Fermentibacteraceae	Fermentibacterales	Fermentibacteria	Fermentibacterota	Bacteria										0.0079999999999976		
Saccharibacillus	Paenibacillaceae	Paenibacillales	Bacilli	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0392156862745098		0.007874192262082701	0.0201093946616221
Saccharicenans	Saccharicenantaceae	Aminicenantales	Aminicenantia	Acidobacteriota	Bacteria	0.0066739690212975	0.0056245451547547	0.0218590461198766	0.0034071550275594		0.0620004428745178			0.0392156862745098	0.0040000001258077	0.0472442710022401	0.0201093946616221
Saccharicrinis	Marinilabiliaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria											0.0039370078740157	
Saccharimonas	Saccharimonadaceae	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria	0.039663727516279196	0.055710306406685096	0.1127681370289674	0.0221465076770566	0.034090909090909	0.0726460146050517	0.0454545454545454	0.0250006574204403	0.1568627450980392	0.0519963320706621	0.0354334238942439	0.0496527515873951
Sacchariniichlamydia	Rhabdochlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiota	Bacteria	0.0131578947368421	0.016903933451003	0.0026737967914438	0.0068143100511073		0.007387057171436	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Saccharococcus	Anoxybacillaceae	Bacillales	Bacilli	Bacillota	Bacteria									0.0196078431372549			
Saccharofermentans	Saccharofermentanaceae	Saccharofermentanales	Clostridia	Bacillota	Bacteria	0.019831863758139598	0.1795990366848631	0.09341980909737921	0.022091653014256703	0.0233277657765767	0.1038330815118976	0.0454554033079786	0.1078105918640212	0.13725490196078433	0.09220017109055241	0.1062992125984426	0.094335374202758
Saccharomonospora	Pseudonocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria	0.013347938042595			0.0034071550255536		0.0683970313606585					0.0118113766501497	0.0402187893232442
Saccharophagus	Cellvibrionaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Saccharopolyspora	Pseudonocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria		0.0027855153203342	0.0058162653712135	0.0017035775147826					0.058823529411764705		0.0078740157480314	0.0094339622641509
Saccharopolyspora_C	Pseudonocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607			0.058823529411764705	0.012206446609779101	0.039370078740157397	0.0094339622641509
Saccharopolyspora_D	Pseudonocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Saelkia	Kaelpiaceae	Kaelpiales	Koll11	Omnitrophota	Bacteria									0.0196078431372549			
Sagittula	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0392156862745098			
Salana	Beutenbergiaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria						0.0556038543883771						
Salaquimonas	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0196078431372549		0.003937184388067	0.0201093946616221
Salegentibacter	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.013347938042595		0.0053475935828877	0.0051107325383304		0.0127931769722814		0.0417097693002727	0.0392156862745098		0.0118113766501497	0.0402187893232442
Salifodinibacter	Salinisphaeraceae	Nevskiales	Gammaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
Salinibacillus	Alkalibacillaceae	Bacillales_D	Bacilli	Bacillota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.058823529411764705	0.0122064464839702	0.0039370078740157	0.0094339622641509
Salinibacter	Salinibacteraceae	Rhodothermales	Rhodothermia	Bacteroidota_A	Bacteria	0.0854698838340281	0.1030640668523676	0.0133689839572192	0.0545144804088586	0.1022727272727272	0.1130063965884861			0.21568627450980393	0.008	0.0196850935537782	0.0094339622641509
Salinicoccus	Salinicoccaceae	Staphylococcales	Bacilli	Bacillota	Bacteria		0.0084092403510488	0.106951871657754	0.0017035775127768	0.0454545454545454	0.0127589385745555				0.0280000001258077	0.043307086614173096	
Salinicola	Halomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.10584958217270181	0.0133689839572192	0.0545144804088586	0.1022727272727272	0.115138592750533			0.0196078431372549	0.008		
Salinimicrobium	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975			0.0017035775127768		0.0127931769722814			0.0392156862745098		0.003937184388067	0.0201093946616221
Saliniramus	Beijerinckiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria							0.0227272727272727				0.0157480314960629	0.0188679245283018
Salinisphaera	Salinisphaeraceae	Nevskiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.052978305600437196	0.1203208556149732	0.0085178875728364	0.034090909090909	0.0170575693055834				0.0160000001258077	0.0354330708661417	
Salinivenus	Salinibacteraceae	Rhodothermales	Rhodothermia	Bacteroidota_A	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Salinivibrio	Vibrionaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0890768008840235	0.0987553688385699	0.0170411916287369	0.0568181818181818	0.0512370448296424	0.090920163304505	0.1583333333333431	0.0784313725490196	0.060213779664816	0.047244094488188504	0.0094339622641509
Salinivivens	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0160427807486631	0.0034071550255536		0.0042643923240938	0.0227272727272727		0.058823529411764705	0.012000000125807802	0.0511811023622046	0.0094339622641509
Salipaludibacillus	Salisediminibacteriaceae	Bacillales_H	Bacilli	Bacillota	Bacteria			0.0026737967914438								0.0039370078740157	
Salipiger	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.013347938042595	0.0605567514691603	0.0380202737671608	0.0102214650766609		0.0461977795522264	0.0454600816522525	0.0750000000000049	0.13725490196078433	0.040416559684172806	0.0905515341304642	0.0685206761156969
Salirhabdus	Alkalibacillaceae	Bacillales_D	Bacilli	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
Salivita	Azotimanducaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	2.371907593910369	9.505068148804236	9.317829595895514	2.730165664473718	4.087357092829977	7.419417269044396	5.68229991071791	8.601541638755316	19.058823529411764	5.814571308490656	7.877976286458061	7.13261702333057
Sandaracinobacteroides	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0055710306406685									0.0039370078740157	
Sandarakinorhabdus	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0217996517520355	0.0056411529263612	0.0034071550255536		0.0108765769456449			0.1568627450980392	0.0242064476414777	0.0196850393700786	0.0471729756834621
Sansalvadorimonas	Endozoicomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Saonia	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria		0.1030640668523676	0.0133689839572192	0.0545144804088586	0.1022727272727272	0.1108742004264392				0.008		
Sarcina	Clostridiaceae	Clostridiales	Clostridia	Bacillota	Bacteria	0.0467177831490825	0.2843261280296787	0.1770208284158993	0.1448040885960587	0.1136363636363635	0.2785203272729412	0.3409478442930402	0.583333662043614	1.0980392156862746	0.300641341882895	0.4488201332361519	0.2634136007907316
Savagea	Planococcaceae	Bacillales_A	Bacilli	Bacillota	Bacteria										0.004		
SbD1	Syntrophobacteraceae	Syntrophobacterales	Syntrophobacteria	Desulfobacterota	Bacteria				0.0017035775127768		0.0385308760030931				0.0119963332281676	0.0078740157480314	
Scalindua	Scalinduaceae	Brocadiales	Brocadiia	Planctomycetota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	0.0094339622641509
Scalindua_A	Scalinduaceae	Brocadiales	Brocadiia	Planctomycetota	Bacteria									0.0392156862745098	0.0080000011575063		0.0188710888910094
Scandinavium	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.1521748397780729	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011	0.0196078431372549			0.0364901304845323
Scardovia	Bifidobacteriaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria		0.043599303504071	0.0112823058527224			0.0174887607603214			0.09803921568627451	0.0164128929679428	0.0078740157480314	0.0188679245283018
Scatacola_A	CAG-239	RF32	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.0240036665889381	0.0078740157480314	
Scatavimonas	Acutalibacteraceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.019831863758139598	0.15496035509840708	0.0690620786309111	0.016980920475926302	0.0233277657765767	0.0094981644773631	0.0454554033079786	0.0828102631538011	0.0392156862745098		0.0157482080101142	0.06603348741030529
Scatenecus	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteriota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0620004428745178			0.058823529411764705	0.0040000001258077	0.0511812788762559	0.029543356925773
Scatocola	CAG-239	RF32	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0732750384453284	0.1086350974930363	0.0191852493284327	0.0664395229913497	0.1136363636363635	0.1228960359691456	0.0227272727272727	0.0083333333333333	0.13725490196078433	0.0239999999999998		0.0418103726405409
Scatomonas	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria		0.0027855153203342									0.0118110236220472	0.0094339622641509
Scatomorpha	Oscillospiraceae	Oscillospirales	Clostridia	Bacillota	Bacteria	0.0066739690212975	0.0168305370791443	0.0592922012000904	0.0102160485756921		0.0085287850516249		0.0166666666666666	0.1568627450980392	0.0240000003774219	0.1299214363565707	0.029543356925773
Scatonaster	Saccharofermentanaceae	Saccharofermentanales	Clostridia	Bacillota	Bacteria		0.022581993119843997	0.0481283422459892	0.0136286201022145	0.0113636363636363	0.0052548610093891	0.0909146271067979	0.0833336620435584	0.09803921568627451	0.0600036703145566	0.08267716535433049	0.0566132666730282
Scatoplasma	CAG-288	RFN20	Bacilli	Bacillota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.058823529411764705	0.0082064464839714	0.0039370078740157	0.0094339622641509
Scatosoma	Borkfalkiaceae	Christensenellales	Clostridia	Bacillota	Bacteria	0.013347938042595	0.1199680003033706	0.0218590461198765	0.0715502555296802	0.1022727272727272	0.13667968162672228	0.0454600816522525	0.0750000000000049	0.11764705882352941	0.0400036665904199	0.031496416020228304	0.0496527515873951
Scatousia	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteriota	Bacteria			0.0026737967914438	0.0034071550255536			0.0227272727272727	0.0083333333333333	0.0392156862745098			
Scatovivens	CAG-508	TANB77	Clostridia	Bacillota	Bacteria	0.10664488355181591	0.2183120897443386	0.2862962719753927	0.0459965928599437	0.07954545454545439	0.1768897896281903	0.1818347904113029	0.2333336620435682	0.47058823529411764	0.2090442950972007	0.1968510997570092	0.2744391463721792
Schaedlerella	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.0200219070638925	0.0278543330793022	0.1047467466546359	0.0204429301463752	0.0454545454545454	0.0567637165479654		0.0250003287102201	0.21568627450980393	0.0480000011575049	0.051181631904358205	0.1075011596683284
Schauerella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0055710306406685										0.0094339622641509
Schinkia	Bacillaceae_J	Bacillales_C	Bacilli	Bacillota	Bacteria									0.058823529411764705			
Schlegelella_A	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.019688628647297098	0.0935828877005347	0.008517887563884101	0.0454545454545454	0.018013799583944598	0.0681873543795252	0.0750000000000049	0.0784313725490196	0.0520026062509724	0.0196850393700785	0.0094339622641509
Schleiferia	Schleiferiaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549			
Schleiferilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacteria		0.0055702105166283	0.0909090909090909	0.0017035775127768	0.0454545454545454	0.0127589385745555			0.0196078431372549	0.024	0.0078740157480314	
Schlesneria	Planctomycetaceae	Planctomycetales	Planctomycetia	Planctomycetota	Bacteria		0.17965255119894938	0.1067887930545985	0.0152773429631495	0.0233277657765767	0.0161103486954769	0.0454554033079786	0.09947692982046771	0.0784313725490196	0.020206446735585602	0.0748031496062991	0.0836599418052868
Schneideria	Enterobacteriaceae_A	Enterobacterales_A	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549	0.0080000011575063		0.0188710888910094
Schnuerera	Tepidimicrobiaceae	Tissierellales	Clostridia	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631							0.0040000001258077	0.0354330708661417	
Schumannella	Microbacteriaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Sciscionella	Pseudonocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549			
Scleromatobacter	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Scrofimicrobium	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria									0.0196078431372549			
Scybalenecus	Acutalibacteraceae	Oscillospirales	Clostridia	Bacillota	Bacteria		0.0055279322555486		0.0034017385225791						0.0080000000000001		0.0094339622641509
Scybalocola_A	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria						0.0556038543883771						
Scybalomonas	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.0066739690212975		0.013837655745545	0.0034071550275594		0.0127931769722814			0.0392156862745098		0.007874192262082701	0.0201093946616221
Scybalousia	UBA660	RF39	Bacilli	Bacillota	Bacteria	0.0066739690212975	0.0028390298344205	0.0267379679144384	0.0034071550255536		0.0513240529753745			0.0196078431372549	0.015996333353975302	0.0551182867502715	0.0201093946616221
Secundilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacteria		0.0028390298344205	0.0187165775401069						0.0784313725490196	0.012000000125807802	0.0354330708661417	
Sedimentibacter	Sedimentibacteraceae	Tissierellales	Clostridia	Bacillota	Bacteria	0.0066739690212975	0.0245851670723697	0.0056411529263612	0.0068143100421549		0.022898412084914			0.11764705882352941	0.0082064464839714	0.031496239506177	0.0389773191899239
Sedimenticola	Sedimenticolaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
Sedimenticola_A	Sedimenticolaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975		0.0026737967914438	0.0017035775127768		0.0063965884861407		0.0083333333333333	0.0196078431372549		0.003937184388067	0.0201093946616221
Sedimentimonas	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0118110236220472	0.0094339622641509
Sedimentitalea	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Sediminibacillus	Amphibacillaceae	Bacillales_D	Bacilli	Bacillota	Bacteria	0.006578947368421	0.0055710306406685									0.0039370078740157	
Sediminibacterium	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.0995394054022038	0.17894397499370518	0.16119003861842982	0.0783591490957172	0.034090909090909	0.234621496453378	0.272760489913515	0.4833333333333626	0.3137254901960784	0.2002247793804816	0.1771669429571688	0.2564594144305137
Sediminimonas	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
Segetibacter	Chitinophagaceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.0141184181306688	0.0026737967914438	0.008517887563884101		0.011651449495529799	0.0454600816522525	0.0750000000000049	0.0784313725490196	0.0280036677479286	0.0118112001360984	0.0389804835526315
Segetimicrobium	Segetimicrobiaceae	Sysuimicrobiales	Sysuimicrobiia	Sysuimicrobiota	Bacteria		0.1248637186044031	0.0190101368835804	0.0545144804088586	0.1022727272727272	0.1196185808065999			0.058823529411764705	0.0162064464839714	0.0157480314960629	0.0188679245283018
Seleniibacterium	Geopsychrobacteraceae	Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria	0.0066739690212975		0.0026737967914438	0.0017035775127768		0.0063965884861407				0.004	0.003937184388067	0.0201093946616221
Seleniivibrio	Geovibrionaceae	Deferribacterales	Deferribacteres	Chrysiogenota	Bacteria	0.019831863758139598	0.0027855153203342		0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Selenobaculum	ICN-92133	ICN-92133	Negativicutes	Bacillota	Bacteria											0.0039370078740157	
Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Bacillota	Bacteria	0.0066739690212975	0.0083565459610027		0.0119250425894377		0.0170575692963752	0.0227272727272727		0.0392156862745098	0.0080000011575063	0.0196852158841299	0.0484144458167824
Selenomonas_A	Selenomonadaceae	Selenomonadales	Negativicutes	Bacillota	Bacteria		0.0141184181306688	0.0053475935828876	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.02755905511811	0.0188679245283018
Selenomonas_B	Selenomonadaceae	Selenomonadales	Negativicutes	Bacillota	Bacteria		0.0027855153203342									0.0039370078740157	
Selenomonas_C	Selenomonadaceae	Selenomonadales	Negativicutes	Bacillota	Bacteria						0.0021321961620469	0.0227272727272727		0.0392156862745098	0.0080000000000001	0.0157480314960628	0.0094339622641509
Sellimonas	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria	0.07994900746662591	0.0491703341447397	0.0112823058527224	0.0068143100511072		0.1009471012526483	0.0227272727272727		0.09803921568627451	0.044405559424278	0.0354332473801926	0.0807876918304648
Senegalimassilia	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria	0.0200219070638925	0.0053274947216248		0.0102214650766608		0.0747141876180845	0.0227272727272727	0.0083333333333333		0.0159963332281676	0.0354336004082953	0.08863007077731899
Seonamhaeicola	Flavobacteriaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549			
Seramator	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.024638681586456	0.0216839336750243	0.0017035775127768		0.0151409688663014			0.0784313725490196	0.012206446609779101	0.0472442710022401	0.029543356925773
Serinicoccus	Dermatophilaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria									0.058823529411764705			
Serpens	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.058823529411764705			
Serratia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.2454165073419842	1.2088194423957588	1.0666123648137606	0.3592902912683168	0.44498329732972947	0.8528242201074988	0.9318816535532584	1.2150981135485324	1.904290048866638	0.6890542403907215	1.1850430768737938	0.9563212961361123
Serratia_B	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.0400036689054349	0.02755905511811	0.0471761400461697
Sharpea	Coprobacillaceae	Erysipelotrichales	Bacilli	Bacillota	Bacteria									0.058823529411764705			
Sherwoodlollariibacterium	Profunditerraquicolaceae	Gygaellales	Koll11	Omnitrophota	Bacteria										0.004		
Sheuella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
Shewanella	Shewanellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.059685634580171704	0.4238658934326617	0.3059991054401894	0.1174919937317645	0.1824186748674856	0.2683221313121721	0.1363755666124836	0.2994769298204773	0.7647058823529411	0.21683051447088192	0.3464573989696073	0.2596817775893121
Shikimatogenerans	Blattabacteriaceae	Flavobacteriales_B	Bacteroidia	Bacteroidota	Bacteria								0.0083333333333333				
Shimia	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0141184181306688	0.0026737967914438	0.0102214650766609		0.0501823254986229	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0400000009760962	0.051181278876255606	0.06728237034508419
Shimia_B	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Shinella	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0218590461198766	0.0017035775147826		0.0556038543883771		0.0083333333333333	0.0784313725490196	0.0040000001258077	0.0354330708661417	
Shouchella	Bacillaceae_D	Bacillales_H	Bacilli	Bacillota	Bacteria	0.026505832779437098	0.052978305600437196	0.1261371209861867	0.0170357751387262	0.034090909090909	0.029850746277864798	0.0227272727272727		0.058823529411764705	0.0320000001258064	0.0669294868863701	0.059086713851546
Shumkonia	Shumkoniaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012		
Shuttleworthia	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Bacteria				0.0034071550255536		0.0021321965654842			0.0392156862745098	0.004	0.0157480314960629	0.0094339622641509
Siccibacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria			0.0053475935828877	0.0017035775127768				0.0417097693002727	0.0196078431372549	0.004	0.0039370078740157	
Siccirubricoccus	Acetobacteraceae	Acetobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria								0.0083333333333333				
Siculibacillus	Ancalomicrobiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
Sideroxyarcus	Gallionellaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0734650817510813	0.046384818824405497	0.0112823058527224	0.0068143100511072		0.032414134298087			0.1568627450980392	0.0244128929679428	0.031496416020228304	0.11033104875623781
Silanimonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0034071550255536		0.0021321965654842			0.058823529411764705	0.004	0.0039370078740157	
Siliceabacter	Solirubrobacteraceae	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacteria			0.0026737967914438								0.0118110236220472	0.0094339622641509
Silicimonas	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria											0.0039370078740157	
Silvibacterium	Acidobacteriaceae	Terriglobales	Terriglobia	Acidobacteriota	Bacteria	0.0066739690212975			0.0034071550255536		0.0449274644892338				0.0119963332281676	0.0118112001360984	0.0201093946616221
