family	order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
SZUA-584	Christensenellales	Clostridia	Bacillota	Bacteria		0.0217996517520355	0.0141312150890185	0.0017035775147826		0.0087443803801607			0.11764705882352941	0.0082064464839714	0.0078740157480314	0.0283018867924527
Saccharicenantaceae	Aminicenantales	Aminicenantia	Acidobacteriota	Bacteria	0.0066739690212975	0.0056245451547547	0.0218590461198766	0.0034071550275594		0.0620004428745178			0.0392156862745098	0.0040000001258077	0.0472442710022401	0.0201093946616221
Saccharimonadaceae	Saccharimonadales	Saccharimonadia	Patescibacteriota	Bacteria	0.039663727516279196	0.055710306406685096	0.1127681370289674	0.0221465076770566	0.034090909090909	0.0726460146050517	0.0454545454545454	0.0250006574204403	0.1568627450980392	0.0519963320706621	0.0354334238942439	0.0496527515873951
Saccharofermentanaceae	Saccharofermentanales	Clostridia	Bacillota	Bacteria	0.019831863758139598	0.2021810298047071	0.1415481513433684	0.0357202731164712	0.034691402140213	0.1090879425212867	0.1363700304147765	0.1911442539075796	0.2549019607843137	0.1562038414051078	0.18897637795277308	0.1509486408757862
Salibacteraceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria		0.0141184181306688	0.0026737967914438	0.0187393526405449		0.0052548610093891	0.0681873543795252	0.0833333333333382	0.058823529411764705	0.0280036665904223	0.0433070866141729	0.0283018867924527
Salinibacteraceae	Rhodothermales	Rhodothermia	Bacteroidota_A	Bacteria	0.0854698838340281	0.1171824849830364	0.016042780748663	0.0613287904599659	0.1022727272727272	0.1182612575978752	0.0454600816522525	0.0750000000000049	0.21568627450980393	0.0280036665904223	0.0393701329238568	0.0188679245283018
Salinicoccaceae	Staphylococcales	Bacilli	Bacillota	Bacteria		0.0084092403510488	0.1096256684491978	0.0017035775127768	0.0454545454545454	0.0127589385745555			0.0392156862745098	0.0280000001258077	0.047244094488188795	
Salinisphaeraceae	Nevskiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.052978305600437196	0.1261371209861867	0.010221465087619	0.034090909090909	0.0170575693055834			0.058823529411764705	0.0160000001258077	0.0354330708661417	
Salinivirgaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria		0.0028390298344205	0.0160427807486631						0.0196078431372549	0.0040000001258077	0.0354330708661417	
Salisediminibacteriaceae	Bacillales_H	Bacilli	Bacillota	Bacteria	0.0066739690212975		0.0026737967914438	0.0017035775127768		0.0063965884861407					0.0118112001360984	0.0201093946616221
Sanyastnellaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.06654964690722211	0.09168189080347569	0.14828972644953672	0.0425894378234318	0.034090909090909	0.1219699042335749	0.11364189983407061	0.10000032871022499	0.37254901960784315	0.0802101155152141	0.1496077113250076	0.255221108659901
Saprospiraceae	Chitinophagales	Bacteroidia	Bacteroidota	Bacteria	0.15217098434957219	0.3945981178439255	0.7332890079348409	0.11755226490155	0.2272727272727269	0.380790537557176	0.340936771897626	0.4583343194640181	1.196078431372549	0.4290516326312182	0.5708675538447089	0.3696796190511549
SbA1	Terriglobales	Terriglobia	Acidobacteriota	Bacteria	0.0200219070638925	0.12370735660561699	0.1593969198574069	0.0153321976169971	0.0454545454545454	0.07218108656300949	0.0681873543795252	0.1083333333333381	0.3529411764705882	0.1168294550929348	0.1771658838728616	0.1924099844083941
Scalinduaceae	Brocadiales	Brocadiia	Planctomycetota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0063965884861407			0.058823529411764705	0.012000001283314	0.039370255254208696	0.0484144458167824
Schleiferiaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.0528216222531213	0.1215971536249186	0.1675934226765906	0.0442930153362086	0.0568181818181817	0.1242954219840523	0.22728379966814122	0.20833366204356318	0.6862745098039216	0.1526277332238239	0.2401576568290284	0.14399553859161168
Sedimentibacteraceae	Tissierellales	Clostridia	Bacillota	Bacteria	0.0066739690212975	0.0245851670723697	0.0056411529263612	0.0068143100421549		0.022898412084914			0.13725490196078433	0.0082064464839714	0.0433072631282242	0.0484112814540748
Sedimenticolaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.1266667906157084	0.1785490356228819	0.2956421093224216	0.0698466780189086	0.034090909090909	0.2741087402827974	0.22729487206355542	0.3083333333333529	0.7058823529411764	0.2404202303907538	0.531497475104534	0.3536384192480549
Sedimentisphaeraceae	Sedimentisphaerales	Phycisphaerae	Planctomycetota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Segetimicrobiaceae	Sysuimicrobiales	Sysuimicrobiia	Sysuimicrobiota	Bacteria		0.14666337035643862	0.0246512898099416	0.0545144804088586	0.1022727272727272	0.1283629611867606			0.09803921568627451	0.0244128929679428	0.0196850393700786	0.0283018867924527
Selenomonadaceae	Selenomonadales	Negativicutes	Bacillota	Bacteria	0.10664488355181591	0.4271929672618816	0.2939056561076292	0.19761499149013478	0.2045454545454544	0.39985532105967597	0.43185693520213103	0.575522741469346	0.8431372549019608	0.2924385617680986	0.6929142683970254	0.33104291995708457
Sh68	Dissulfuribacterales	Dissulfuribacteria	Desulfobacterota	Bacteria										0.0039999999999988		
Shewanellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.059685634580171704	0.4238658934326617	0.3118153708114029	0.1191955712465471	0.1824186748674856	0.2683221313121721	0.1363755666124836	0.2994769298204773	0.803921568627451	0.2248305144708795	0.350394406843623	0.269115739853463
Shumkoniaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0501392757660167	0.1042780748663101	0.0085178875728364	0.034090909090909	0.0170575693055834				0.012	0.0118110236220472	0.0094339622641509
Silvanigrellaceae	Silvanigrellales	Oligoflexia	Bdellovibrionota_B	Bacteria											0.0039370078740157	
Simkaniaceae	Chlamydiales	Chlamydiia	Chlamydiota	Bacteria	0.0131578947368421	0.09373857927008769	0.1155603807190325	0.0085178875728364	0.034090909090909	0.034546330065904796			0.0784313725490196	0.048412892967943	0.0078740157480314	0.0188679245283018
Smithellaceae	Syntrophales	Syntrophia	Desulfobacterota	Bacteria	0.0465277398433296	0.0887590484682301	0.161658710406756	0.0357751277812768	0.045454545454545296	0.1455076257397429	0.0227272727272727	0.0249999999999999	0.4117647058823529	0.112198055167485	0.1811032447749798	0.1854589624108838
Sneathiellaceae	Sneathiellales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0055279322555486	0.0026737967914438	0.0034017385225791					0.0196078431372549	0.004		
Solirubrobacteraceae	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacteria	0.2575292680587174	0.3077137567998044	0.1996789841739167	0.7969689778751323	0.1704545454545453	0.4186695484676644	0.250011072395414	0.1916669953768965	0.7053154545907554	0.1806193403724067	0.2086633589773972	0.3994951449249794
SpSt-1174	SpSt-1174	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
SpSt-205	SpSt-205	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.0028390298344205	0.0160427807486631	0.0034071550255536	0.0113636363636363	0.0063965884861407			0.0196078431372549	0.016000000125807802	0.039370255254208696	0.0201093946616221
SpSt-223	SpSt-223	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549			
SpSt-313	SpSt-313	Anaerolineae	Chloroflexota	Bacteria			0.0026737967914438	0.0017035775127768	0.0113636363636363							
SpSt-600	SpSt-600	Anaerolineae	Chloroflexota	Bacteria			0.0026737967914438									
SpSt-899	SZUA-161	Dehalococcoidia	Chloroflexota	Bacteria											0.0118110236220472	0.0094339622641509
Sphaerochaetaceae	Sphaerochaetales	Spirochaetia	Spirochaetota	Bacteria	0.0066739690212975	0.28488539694567017	0.2135286737611587	0.045941738192203	0.0233277657765767	0.0709920174152426	0.1591028393397563	0.2661442539075845	0.6862745098039216	0.1646266780176305	0.3228348221833415	0.23585746561585189
Sphingobacteriaceae	Sphingobacteriales	Bacteroidia	Bacteroidota	Bacteria	0.0600657211916775	0.8289862577584969	0.6339259563881835	0.2059683150845997	0.2745287518751844	0.3944120305136463	0.5909448816556324	0.7400984422587598	1.392156862745098	0.3770531773852336	0.5787417461067736	0.5357537840896572
Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.4576532128832338	3.052426953300459	2.012909048000111	0.8105134970419742	1.0048091730380084	1.7547111619633589	1.7728614681019996	2.7468622363432957	4.235294117647059	1.3572271713191784	2.1535543707011895	1.8592347828684133
Spirosomataceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria	0.06654964690722211	0.2656321310517932	0.2298529800115984	0.0851788756538108	0.1363636363636362	0.22474298035546278		0.0500006574204402	0.6689959312195793	0.1368268478102659	0.3070878497716038	0.3306928067731082
Spirulinaceae	Cyanobacteriales	Cyanobacteriia	Cyanobacteriota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
Spongiibacteraceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0387570997171248	0.0270315272579119	0.008517887563884101	0.0113636363636363	0.0139992413895498	0.0454600816522525	0.0916673240871119	0.09803921568627451	0.0562101132002015	0.070866141732283	0.0094339622641509
Spongiisociaceae	UBA5794	Acidimicrobiia	Actinomycetota	Bacteria									0.0196078431372549	0.0080000011575063	0.0078740157480314	0.0283050511551603
Sporanaerobacteraceae	Tissierellales	Clostridia	Bacillota	Bacteria		0.0027855153203342	0.0053475935828877					0.0083336620435535		0.008	0.0078740157480314	
Sporolactobacillaceae	Bacillales_K	Bacilli	Bacillota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0240036665904221	0.0314960629921258	0.0188679245283018
Sporomusaceae	Sporomusales	Negativicutes	Bacillota	Bacteria	0.0066739690212975	0.1662932579087417	0.0717358754223549	0.0237952305270336	0.0233277657765767	0.0147530254867522	0.09091548496023111	0.157810263153806	0.0196078431372549	0.0200036665904223	0.0118112001360984	0.0565995251461544
Staphylococcaceae	Staphylococcales	Bacilli	Bacillota	Bacteria	3.162125516890098	13.14530711363313	11.53946131771225	8.54684664971182	5.571846193981507	10.758646278918125	8.773291266438388	11.491769110378174	27.10571724999789	7.946693468693693	11.26775178147266	9.60231596795183
Stappiaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0462426748847002	0.2295820101841499	0.0883657748579649	0.034016695603694504	0.0233277657765767	0.0481576280666972	0.1363755666124836	0.2911439251973329	0.2549019607843137	0.0844191658093361	0.0590554711383381	0.123878731128531
Staskawiczbacteraceae	Minisyncoccales	Minisyncoccia	Patescibacteriota	Bacteria		0.025313993926091998	0.0187165775401069	0.0136286201022146		0.015915841819623598	0.0454600816522525	0.0750000000000049	0.0784313725490196	0.044003667873735205	0.047244094488188795	0.0188710888910094
Stellaceae	ATCC43930	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Steroidobacteraceae	Steroidobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.105738266159119	0.6819843293828243	0.5668818564738413	0.1907404102822052	0.33014594759475807	0.6095696070736231	0.181830112067029	0.2494769298204775	0.747427303768599	0.3212423501692442	0.5551189928064749	0.3351629687906421
Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacteria	2.914232031867948	11.771145466724146	10.315910393400483	4.1436488884828995	4.6124915663980435	9.106671381391495	7.955191164592419	11.758875878885942	24.265981385198454	7.218182084618676	9.374048577058144	8.6746321938424
Streptomycetaceae	Streptomycetales	Actinomycetes	Actinomycetota	Bacteria	0.8199705305723058	3.951862888915418	2.9987787262551504	1.8204845187029373	1.5723904981705217	2.6241764952786957	2.5910977904074546	3.422386621363873	7.019040938964871	2.263741198212253	2.7758301370954377	2.4519068181476924
Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacteria	0.07932745503255831	0.4454146395266362	0.3799358252221585	0.20613287905602498	0.42045454545454497	0.45665278004476206	0.1818292542135958	0.2166676527973368	0.9607843137254902	0.2724165589742835	0.3622054304656523	0.1559092767596956
Succinivibrionaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.1638522359379906	0.3301991370195913	0.2456022014167879	0.7918528288447858	0.14772727272727249	0.409029854529751	0.3181984267749392	0.3500003287101718	0.6464919251789907	0.16863034063230312	0.1850400761349441	0.1791831605964802
Sulfobacillaceae	Sulfobacillales	Sulfobacillia	Bacillota	Bacteria		0.024638681586456	0.0216839336750243	0.0034071550255536		0.0130087727042545	0.0227272727272727		0.11764705882352941	0.0202064477672854	0.0826771653543303	0.0471729756834621
Sulfomarinibacteraceae	Thermoanaerobaculales	Thermoanaerobaculia	Acidobacteriota	Bacteria								0.0083336620435535	0.0196078431372549	0.0160000000000001	0.0039370078740157	
Sulfurfontimicrobiaceae	Thermofontimicrobiales	Zhuqueibacteria	Zhuqueibacterota	Bacteria									0.0196078431372549			
Sulfuricellaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0263157894736842	0.0111955757954231	0.029880436494208098	0.0034071550275594	0.0113636363636363		0.0227272727272727		0.0784313725490196	0.012000001283314	0.0511811023622046	0.0283050511551603
Sulfuriferulaceae	Burkholderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.011249090309509501	0.03475935828877			0.0042643923240938		0.0083336620435535	0.0196078431372549	0.0200000002516154	0.09055118110236199	0.0094339622641509
Sulfurifustaceae	Acidiferrobacterales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975		0.0058162653712135	0.0034071550275594		0.0063965884861407			0.058823529411764705		0.003937184388067	0.0201093946616221
Sulfurimonadaceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	0.0264108111265606	0.5306359641121238	0.2808422653355804	0.1720064741486465	0.2506004930493037	0.339791460725553	0.2954775480988067	0.39947692982048727	0.5882352941176471	0.2166303397966185	0.3385828536794042	0.1603762744145219
Sulfurospirillaceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	0.0066739690212975	0.0055702105166283	0.0967253562803044	0.0051107325403362	0.0454545454545454	0.0747593814490733		0.0083333333333333	0.0784313725490196	0.0400000011575063	0.019685215884129803	0.0389804835526315
Sulfurovaceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	0.053011665558874196	0.10003843676447839	0.142942132866649	0.037478705294053796	0.034090909090909	0.0694363416119774	0.0909146271067979	0.0833333333333382	0.3137254901960784	0.064210115515214	0.0905518871585668	0.137047680956809
Sumerlaeaceae	Sumerlaeales	Sumerlaeia	Sumerlaeota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754		0.0113636363636363					0.008		
Synechococcaceae	Synechococcales	Cyanobacteriia	Cyanobacteriota	Bacteria			0.0026737967914438						0.0196078431372549			
Synergistaceae	Synergistales	Synergistia	Synergistota	Bacteria	0.0912937715796063	0.09631863786415709	0.0861486160131501	0.7100811082165284		0.1378430966497539	0.2045509907431615	0.1000000000000048	0.2151193761593828	0.06441656096748691	0.1062995656265273	0.1200964467449342
Syntrophobacteraceae	Syntrophobacterales	Syntrophobacteria	Desulfobacterota	Bacteria		0.0301561977130382	0.0056411529263612	0.0017035775127768		0.0472752563832538			0.0392156862745098	0.028202779712139102	0.011811023622047102	0.0094339622641509
Syntrophobotulaceae	Desulfitobacteriales	Desulfitobacteriia	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407	0.0227272727272727				0.007874192262082701	0.0201093946616221
Syntrophomonadaceae	Syntrophomonadales	Syntrophomonadia	Bacillota	Bacteria	0.0263157894736842	0.0554806077680965	0.0457481047980189	0.01362320359924		0.091060993395736	0.0454600816522525	0.0833333333333382	0.1568627450980392	0.0682027797823441	0.1181102362204719	0.0188679245283018
Syntrophorhabdaceae	Syntrophorhabdales	Syntrophorhabdia	Desulfobacterota_G	Bacteria	0.0131578947368421	0.0726142398576882	0.1096256684491977	0.015332197623943701	0.034090909090909	0.0308412149631601	0.0454600816522525	0.0916666666666715	0.058823529411764705	0.0360036665904223	0.011811023622047102	
Syntrophotaleaceae	Desulfuromonadales	Desulfuromonadia	Desulfobacterota	Bacteria	0.0066739690212975	0.035918069882704295	0.008314949717805	0.008517887563884101		0.0203958298756905	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.0282101130743937	0.027559231632161302	0.0389773191899239
Syntrophothermaceae	Syntrophomonadales	Syntrophomonadia	Bacillota	Bacteria									0.0196078431372549			
Sysuimicrobiaceae	Sysuimicrobiales	Sysuimicrobiia	Sysuimicrobiota	Bacteria	0.0066739690212975	0.0463848188244052	0.0170985712239359	0.0051107325403362		0.062416225249555195			0.13725490196078433	0.0324092261961092	0.0472442710022399	0.0672792059823766
T1SED10-24	SC72	Dojkabacteria	Patescibacteriota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
T3Sed10-11	T3Sed10-11	T3Sed10-11	Bacteroidota_A	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0833336620435584		0.0280036665904223	0.011811023622047102	
T3Sed10-336	Opitutales	Verrucomicrobiia	Verrucomicrobiota	Bacteria									0.0196078431372549			
TC1	TC1	TC1	Bacillota	Bacteria				0.0034071550255536			0.0227272727272727					
TCS55	Marinisomatales	Marinisomatia	Marinisomatota	Bacteria	0.0066739690212975	0.0282368362613376	0.0169801243253146	0.0221465076701102		0.1003646509972458	0.090920163304505	0.1583333333333431	0.19607843137254902	0.0799999996371787	0.051181278876255405	0.0201093946616221
TCS61	Cloacimonadales	Cloacimonadia	Cloacimonadota	Bacteria			0.0026737967914438						0.0196078431372549		0.0157480314960629	0.0094339622641509
TH1-2	Caulobacterales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.043599303504071	0.0112823058527224			0.0174887607603214			0.13725490196078433	0.0204128929679416	0.023622047244094203	0.0188679245283018
TMED109	TMED109	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407		0.0083333333333333	0.0196078431372549		0.0196852158841299	0.0201093946616221
TMED112	SAR86	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0141184181306688	0.0053475935828876	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.0360036665904212	0.011811023622047102	
TMED113	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549	0.004	0.0039370078740157	
TMED127	TMED127	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0111420612813369						0.0083336620435535	0.0784313725490196	0.008	0.0078740157480314	
TMED131	TMED109	Alphaproteobacteria	Pseudomonadota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607			0.058823529411764705	0.0162064466097779	0.039370078740157397	0.0094339622641509
TMED161	SCGC-AAA003-L08	Marinisomatia	Marinisomatota	Bacteria										0.0080000000000001		
TMED2	TMED2	Alphaproteobacteria	Pseudomonadota	Bacteria		0.016903933451003	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0240036665904223	0.0196850393700786	0.0094339622641509
TMED25	TMED25	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0667911127297838	0.1058495821727021	0.0133689839572192	0.056218057921635395	0.1022727272727272	0.172874643300957		0.0083333333333333		0.008	0.003937184388067	0.0713537295663139
TMED6	SCGC-AAA003-L08	Marinisomatia	Marinisomatota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
TMED78	TMED78	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0027855153203342										
TS1B11	SCGC-AAA003-L08	Marinisomatia	Marinisomatota	Bacteria				0.0017035775127768	0.0113636363636363							
TTA-H9	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0976826756422744	0.1158138239550081	0.16921142899276181	0.7083775307147097	0.034090909090909	0.1429695975880285	0.1818181818181817	0.0166666666666666	0.19551153302212793	0.0242064466097791	0.0669291338582674	0.042138644002378794
Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.265058327794371	1.3113827750335563	0.9728672336727255	0.4002310062268026	0.5693828042804252	1.0271416241984066	0.613676832727179	0.79895484577163	2.159192009650952	0.642490486515372	0.8464598701663395	1.0317972426880704
Tantalellaceae	Tantalellales	Koll11	Omnitrophota	Bacteria		0.0028390298344205	0.0218590461198766	0.0017035775147826					0.058823529411764705	0.0040000001258077	0.0354330708661417	
Tariuqbacteraceae	Tariuqbacterales	Tariuqbacteria	Electryoneota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Tenderiaceae	Tenderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0027855153203342	0.0026737967914438									
Tenuifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	0.0066739690212975	0.1851165528114454	0.0805194969284858	0.0254988080418161	0.0233277657765767	0.024639133747101798	0.0681826760352513	0.0828102631538011	0.3137254901960784	0.0162064464839702	0.0118112001360984	0.06603348741030529
Tepidamorphaceae	Rhizobiales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0218590461198766	0.0017035775147826					0.0392156862745098	0.0040000001258077	0.0354330708661417	
Tepidanaerobacteraceae	Thermosediminibacterales	Thermosediminibacteria	Bacillota	Bacteria		0.0109520398763795	0.0160427807486631			0.0191257423186162		0.0083336620435535	0.0196078431372549	0.024000000125807802	0.0511811023622046	0.0094339622641509
Tepidiformaceae	Tepidiformales	Dehalococcoidia	Chloroflexota	Bacteria	0.0066739690212975	0.1417676520554061	0.0216839336750242	0.06984667801489759	0.1022727272727272	0.1432918658448361	0.0681873543795252	0.0833333333333382	0.2156862745098039	0.0482101130743938	0.039370255254208404	0.0389773191899239
Tepidimicrobiaceae	Tissierellales	Clostridia	Bacillota	Bacteria		0.0028390298344205	0.0160427807486631							0.008000000125807701	0.0354330708661417	
Tepidisphaeraceae	Tepidisphaerales	Phycisphaerae	Planctomycetota	Bacteria		0.008356545961002701	0.0084900621626573	0.0051107325403362			0.0227272727272727		0.11764705882352941	0.004	0.011811023622047102	0.0188679245283018
Terasakiellaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Termititenacaceae	Termititenacales	Termititenacia	Margulisbacteria	Bacteria									0.0196078431372549			
Terrimicrobiaceae	Chthoniobacterales	Verrucomicrobiia	Verrucomicrobiota	Bacteria		0.005678059668841	0.03475935828877	0.0034071550255536		0.0021321965654842			0.09803921568627451	0.020000000251615503	0.08661417322834629	0.0094339622641509
Thalassobaculaceae	Thalassobaculales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0462426748847002	0.036265213678431496	0.032554233285652004	0.006814310053113	0.0113636363636363	0.0555884452994683		0.0083333333333333	0.09803921568627451	0.1679978764092669	0.0905515341304643	0.0968288916335648
Thalassospiraceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0200219070638925	0.035780742867793	0.0275001990462378	0.006814310053113		0.027934145838582797			0.1568627450980392	0.012206446609779101	0.0511816319043584	0.06976214624901719
Thermaceae	Deinococcales	Deinococci	Deinococcota	Bacteria	0.019831863758139598	0.022581993119843997	0.046391889031197	0.0136286201062261		0.10578617988700001	0.0454600816522525	0.091666666666698	0.27450980392156865	0.052000001227711604	0.10629938911247609	0.0767163326092351
Thermacetogeniaceae	Thermacetogeniales	DSM-12270	Bacillota	Bacteria		0.041542615037459	0.0270315272579119	0.0119250425804854		0.0217566846081624	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.044211173539651205	0.0629919494702183	0.0188679245283018
Thermincolaceae	Thermincolales	Thermincolia	Bacillota	Bacteria									0.0196078431372549			
Thermoanaerobacteraceae	Thermoanaerobacterales	Thermoanaerobacteria	Bacillota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0392156862745098	0.0120000011575063	0.003937184388067	0.0389804835526315
Thermoanaerobaculaceae	Thermoanaerobaculales	Thermoanaerobaculia	Acidobacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0784313725490196		0.007874192262082701	0.029543356925773
Thermochlorobacteraceae	Chlorobiales	Chlorobiia	Bacteroidota_A	Bacteria				0.0017035775127768		0.0385308760030931			0.0196078431372549	0.0199963343856739	0.0078740157480314	0.0188710888910094
Thermodesulfatatoraceae	Thermodesulfobacteriales	Thermodesulfobacteria	Desulfobacterota	Bacteria									0.0784313725490196			
Thermodesulfobacteriaceae	Thermodesulfobacteriales	Thermodesulfobacteria	Desulfobacterota	Bacteria	0.019926885411016	0.0217996517520355	0.011457418297574701	0.0051107325403362		0.0215375573524421			0.1568627450980392	0.0202064464839702	0.015748384524165403	0.0496527515873951
Thermodesulfobiaceae	Thermodesulfobiales	Thermodesulfobiia	Thermodesulfobiota	Bacteria	0.0066739690212975			0.0017035775127768		0.0106609808102345				0.0039999988424947	0.003937184388067	0.0201093946616221
Thermodesulfovibrionaceae	Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirota	Bacteria		0.0141184181306688	0.0053475935828876	0.0068143100511073		0.0052548610093891	0.0681873543795252	0.0916666666666715	0.0196078431372549	0.0240036665904223	0.0078740157480314	
Thermoflexaceae	Thermoflexales	Anaerolineae	Chloroflexota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
Thermoflexibacteraceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria						0.0042643923240938			0.0196078431372549		0.0039370078740157	
Thermofontimicrobiaceae	Thermofontimicrobiales	Zhuqueibacteria	Zhuqueibacterota	Bacteria								0.0083333333333333	0.0196078431372549	0.0080000000000001	0.0118110236220472	0.0094339622641509
Thermoguttaceae	Pirellulales	Planctomycetia	Planctomycetota	Bacteria	0.0528216222531213	0.2882876486919855	0.33232506711253335	0.0425345831894947	0.102873220322031	0.122886910991396	0.0681826760352513	0.0911439251973546	0.3137254901960784	0.0762075059175311	0.1377954521046198	0.1427466556568328
Thermoleophilaceae	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacteria	0.0066739690212975	0.0282368362613376	0.008021390374331399	0.018739352640545		0.0169063105049189	0.11364743603177771	0.1583336620435633		0.0560073331808446	0.051181278876255606	0.0389773191899239
Thermomicrobiaceae	Thermomicrobiales	Chloroflexia	Chloroflexota	Bacteria	0.0066739690212975		0.0026737967914438	0.0017035775127768		0.0063965884861407			0.0392156862745098	0.0039999999999988	0.0157482080101142	0.029543356925773
Thermonemataceae	Cytophagales	Bacteroidia	Bacteroidota	Bacteria									0.0196078431372549			
Thermosediminibacteraceae	Thermosediminibacterales	Thermosediminibacteria	Bacillota	Bacteria		0.0500364880133731	0.0109887465092488	0.0136286201022146		0.019254102398938898	0.090920163304505	0.1500000000000098	0.0392156862745098	0.0562137796648161	0.0196850393700785	0.0094339622641509
Thermostichaceae	Thermostichales	Cyanobacteriia	Cyanobacteriota	Bacteria									0.0196078431372549	0.0080000011575063	0.0118110236220472	0.0283050511551603
Thermosulfidibacteraceae	Thermosulfidibacterales	Thermosulfidibacteria	Thermosulfidibacterota	Bacteria									0.0196078431372549			
